name_company,sector,technology,production_unit,year,production,emission_factor,country_of_domicile,plant_location,is_ultimate_owner,is_ultimate_listed_owner,ald_timestamp
airblue,aviation,passenger,active planes,2022,322.5634873,37476179,MX,VU,TRUE,FALSE,1994Q1
airblue,aviation,passenger,active planes,2023,323.5097407,37571526.15,MX,VU,TRUE,FALSE,1994Q1
airblue,aviation,passenger,active planes,2024,324.4559941,37666873.31,MX,VU,TRUE,FALSE,1994Q1
airblue,aviation,passenger,active planes,2025,325.4022476,37762220.47,MX,VU,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2013,611.8953914,34107541.71,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2014,641.7223012,34072206.63,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2015,671.549211,34036871.55,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2016,701.3761209,34001536.47,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2017,731.2030307,33966201.39,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2018,761.0299406,33930866.31,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2019,790.8568504,33895531.23,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2020,820.6837602,33860196.15,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2021,850.5106701,33824861.07,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2022,880.3375799,33789525.99,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2023,910.1644897,33754190.91,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2024,939.9913996,33718855.83,JP,IN,TRUE,FALSE,1994Q1
airborne of sweden,aviation,passenger,active planes,2025,969.8183094,33683520.75,JP,IN,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2013,17.29679997,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2014,16.97800967,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2015,16.65921938,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2016,16.34042908,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2017,16.02163879,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2018,15.70284849,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2019,15.38405819,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2020,15.0652679,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2021,14.7464776,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2022,14.42768731,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2023,14.10889701,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2024,13.79010672,181176986.9,PH,KP,TRUE,FALSE,1994Q1
airbus transport international,aviation,freight,active planes,2025,13.47131642,181176986.9,PH,KP,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2013,29.1888643,23128726.16,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2014,27.96298725,26239610.55,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2015,26.73711019,29350494.94,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2016,25.51123313,32461379.34,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2017,24.28535607,35572263.73,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2018,23.05947902,38683148.12,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2019,21.83360196,41794032.51,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2020,20.6077249,44904916.91,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2021,19.38184784,48015801.3,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2022,18.15597079,51126685.69,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2023,16.93009373,54237570.09,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2024,15.70421667,57348454.48,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,d,active ships,2025,14.47833961,60459338.87,CL,AU,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2013,1.328842065,56850223.88,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2014,2.587091497,53468274.71,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2015,3.845340929,50086325.54,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2016,5.103590362,46704376.38,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2017,6.361839794,43322427.21,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2018,7.620089226,39940478.04,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2019,8.878338658,36558528.87,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2020,10.13658809,33176579.7,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2021,11.39483752,29794630.53,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2022,12.65308696,26412681.36,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2023,13.91133639,23030732.19,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2024,15.16958582,19648783.02,CW,KI,TRUE,FALSE,1994Q1
akij shipping line ltd,shipping,e,active ships,2025,16.42783525,16266833.85,CW,KI,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2013,26416.03287,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2014,25240.41541,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2015,24064.79795,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2016,22889.18049,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2017,21713.56303,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2018,20537.94557,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2019,19362.3281,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2020,18186.71064,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2021,17011.09318,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2022,15835.47572,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2023,14659.85826,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2024,13484.2408,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2025,12308.62333,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2026,11133.00587,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2027,9957.388411,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2028,8781.770949,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2029,7606.153487,NA,PH,IT,TRUE,FALSE,1994Q1
alands vindkraft ab,power,renewablescap,MW,2030,6430.536025,NA,PH,IT,TRUE,FALSE,1994Q1
allianz capital partners gmbh,power,renewablescap,MW,2013,8800.951761,NA,TM,SK,FALSE,FALSE,1994Q1
